URL,Strategy,Performance Score,Cumulative Layout Shift,First Contentful Paint Time (ms),Largest Contentful Paint Time (ms),Time to Interactive (ms),Total Blocking Time (ms),Server Response Times (TTFB) (ms)
https://softwaretested.com/mac/what-to-do-when-mac-is-slow-in-copying-files/,desktop,100.0,0.0,429.0,469.0,429.0,0.0,586
https://softwaretested.com/windows/how-to-fix-the-undefined-offending-command-printer-error/,mobile,100.0,0.0,1309.0,1459.0,1309.0,0.0,578
https://softwaretested.com/windows/how-to-fix-the-undefined-offending-command-printer-error/,desktop,100.0,0.0,435.0,435.0,435.0,0.0,657
https://softwaretested.com/mac/how-to-fix-permission-denied-in-terminal-mac/,mobile,100.0,0.0,1309.0,1459.0,1309.0,0.0,714
https://softwaretested.com/mac/how-to-fix-permission-denied-in-terminal-mac/,desktop,100.0,0.0,457.0,457.0,457.0,0.0,837
https://softwaretested.com/windows/what-is-the-livekernelevent-code-141/,mobile,100.0,0.0,1314.0,1464.0,1315.5,0.0,644
https://softwaretested.com/windows/what-is-the-livekernelevent-code-141/,desktop,100.0,0.0,429.0,449.0,431.0,0.0,731
https://softwaretested.com/mac/how-to-resolve-error-code-2003f-on-mac/,mobile,100.0,0.0,1310.0,1535.0,1310.0,0.0,609
https://softwaretested.com/mac/how-to-resolve-error-code-2003f-on-mac/,desktop,100.0,0.0,435.0,455.0,435.0,0.0,670
https://softwaretested.com/windows/what-to-do-if-internet-explorer-11-wont-launch-on-windows-10/,mobile,100.0,0.0,1337.0,1412.0,1337.0,0.0,632
https://softwaretested.com/windows/what-to-do-if-internet-explorer-11-wont-launch-on-windows-10/,desktop,100.0,0.0,457.0,457.0,457.0,0.0,672
https://softwaretested.com/mac/how-to-fix-com-apple-diskmanagement-disenter-error-119930868/,mobile,100.0,0.0,1337.0,1487.0,1337.0,0.0,645
https://softwaretested.com/mac/how-to-fix-com-apple-diskmanagement-disenter-error-119930868/,desktop,100.0,0.0,430.0,430.0,430.0,0.0,653
https://softwaretested.com/drivers/tap-windows-adapter-v9/,mobile,100.0,0.004580456068107729,1173.0,1323.0,1191.5,0.0,357
https://softwaretested.com/drivers/tap-windows-adapter-v9/,desktop,100.0,0.0,512.0,552.0,512.0,0.0,359
https://softwaretested.com/file-library/file/riot-repair-tool.exe-riot-games-inc./,mobile,100.0,0.00445295639911235,1309.0,1375.5,1350.5,5.0,414
https://softwaretested.com/file-library/file/riot-repair-tool.exe-riot-games-inc./,desktop,100.0,0.0,540.0,559.5,540.0,0.0,422
https://softwaretested.com/mac/how-to-fix-crashes-from-userspace-watchdog-timeout/,mobile,100.0,0.0,1310.0,1385.0,1310.0,0.0,554
https://softwaretested.com/mac/how-to-fix-crashes-from-userspace-watchdog-timeout/,desktop,100.0,0.0,457.0,457.0,457.0,0.0,612
https://softwaretested.com/windows/wslregisterdistribution-failed-with-error-0x80370114/,mobile,100.0,0.0,1337.0,1487.0,1337.0,0.0,745
https://softwaretested.com/windows/wslregisterdistribution-failed-with-error-0x80370114/,desktop,99.0,0.0,590.0,610.0,590.0,0.0,707
https://softwaretested.com/file-library/file/setapps.exe-lenovo-group-limited/,mobile,100.0,0.004463903883338906,1153.0,1232.0,1157.0,0.0,369
https://softwaretested.com/file-library/file/setapps.exe-lenovo-group-limited/,desktop,100.0,0.0,486.5,506.5,486.5,0.0,374
https://softwaretested.com/de/file-library/file/redlauncher.exe-gog.com/,mobile,100.0,0.004463903883338906,1281.0,1346.0,1314.5,3.0,402
https://softwaretested.com/de/file-library/file/redlauncher.exe-gog.com/,desktop,100.0,0.0,543.0,562.5,543.0,0.0,424
https://softwaretested.com/windows/1720-smart-drive-detects-imminent-failure-error-at-bootup-here-are-6-must-try-fixes/,mobile,100.0,0.0,1336.0,1486.0,1336.0,0.0,752
https://softwaretested.com/windows/1720-smart-drive-detects-imminent-failure-error-at-bootup-here-are-6-must-try-fixes/,desktop,100.0,0.0,429.0,429.0,429.0,0.0,726
https://softwaretested.com/mac/7-ways-to-fix-mac-sleep-wake-failure-problems/,mobile,100.0,0.0,1336.0,1486.0,1336.0,0.0,751
https://softwaretested.com/mac/7-ways-to-fix-mac-sleep-wake-failure-problems/,desktop,100.0,0.0,457.0,477.0,457.0,0.0,730
https://softwaretested.com/mac/how-to-fix-apple-internet-recovery-mode-error-2006f/,mobile,100.0,0.0,1309.0,1384.0,1309.0,0.0,538
https://softwaretested.com/mac/how-to-fix-apple-internet-recovery-mode-error-2006f/,desktop,100.0,0.0,461.0,461.0,461.0,0.0,609
https://softwaretested.com/file-library/file/unpack200.exe-oracle-corporation/,mobile,100.0,0.00445295639911235,1277.0,1352.5,1318.0,1.5,420
https://softwaretested.com/file-library/file/unpack200.exe-oracle-corporation/,desktop,100.0,0.0,514.0,533.0,514.0,0.0,389
https://softwaretested.com/file-library/file/launcher.exe-launcher/,mobile,100.0,0.004463903883338906,1232.0,1305.0,1265.0,0.0,394
https://softwaretested.com/file-library/file/launcher.exe-launcher/,desktop,99.0,0.0,523.0,540.5,523.0,0.0,406
https://softwaretested.com/file-library/file/pes2021.exe-konami-digital-entertainment-co.-ltd./,mobile,100.0,0.004463903883338906,1324.0,1386.0,1370.0,6.0,390
https://softwaretested.com/file-library/file/pes2021.exe-konami-digital-entertainment-co.-ltd./,desktop,100.0,0.0,534.0,544.0,534.0,0.0,382
https://softwaretested.com/drivers/ucm-ucsi-acpi-device/,mobile,100.0,0.004581190678342244,1144.0,1294.0,1207.5,13.5,329
https://softwaretested.com/drivers/ucm-ucsi-acpi-device/,desktop,100.0,0.0,485.0,525.0,485.0,0.0,329
https://softwaretested.com/windows/how-to-get-rid-of-the-digital-signature-for-this-file-couldnt-be-verified-error/,mobile,100.0,0.0,1309.0,1459.0,1309.0,0.0,643
https://softwaretested.com/windows/how-to-get-rid-of-the-digital-signature-for-this-file-couldnt-be-verified-error/,desktop,100.0,0.0,474.0,514.0,494.0,0.0,654
https://softwaretested.com/file-library/file/fifaconfig.exe-electronic-arts/,mobile,100.0,0.004463903883338906,1150.0,1279.5,1200.5,0.0,363
https://softwaretested.com/file-library/file/fifaconfig.exe-electronic-arts/,desktop,100.0,0.0,484.0,504.0,484.0,0.0,352
https://softwaretested.com/windows/json-files-are-not-working-on-windows-10-how-to-fix-it/,mobile,100.0,0.0,1310.0,1385.0,1310.0,0.0,769
https://softwaretested.com/windows/json-files-are-not-working-on-windows-10-how-to-fix-it/,desktop,100.0,0.0,434.0,434.0,434.0,0.0,753
https://softwaretested.com/windows/how-to-fix-the-0x80091007-error-code-on-windows-10-11/,mobile,100.0,0.0,1309.5,1459.5,1309.5,0.0,699
https://softwaretested.com/windows/how-to-fix-the-0x80091007-error-code-on-windows-10-11/,desktop,100.0,0.0,434.0,454.0,434.0,0.0,718
https://softwaretested.com/file-library/file/fifa17.exe-electronic-arts/,mobile,99.0,0.00445295639911235,1275.0,1350.5,1314.5,0.5,418
https://softwaretested.com/file-library/file/fifa17.exe-electronic-arts/,desktop,100.0,0.0,513.5,533.5,513.5,0.0,393
https://softwaretested.com/mac/5-ways-to-fix-netflix-flickering-on-safari/,mobile,100.0,0.0,1314.0,1539.0,1314.0,0.0,585
https://softwaretested.com/mac/5-ways-to-fix-netflix-flickering-on-safari/,desktop,100.0,0.0,457.0,477.0,457.0,0.0,742
https://softwaretested.com/file-library/file/tvpaint-animation-11.5-pro-(64bits).exe-tvpaint-developpement/,mobile,100.0,0.004463581371528631,1264.0,1341.5,1310.5,5.0,393
https://softwaretested.com/file-library/file/tvpaint-animation-11.5-pro-(64bits).exe-tvpaint-developpement/,desktop,100.0,0.0,542.0,562.5,542.0,0.0,426
https://softwaretested.com/windows/how-to-fix-livekernelevent-117-error-in-windows/,mobile,100.0,0.0,1338.0,1413.0,1360.5,0.0,786
https://softwaretested.com/windows/how-to-fix-livekernelevent-117-error-in-windows/,desktop,100.0,0.0,429.0,429.0,429.0,0.0,772
https://softwaretested.com/windows/what-to-do-when-microsoft-office-error-code-30088-45-pops-up/,mobile,100.0,0.0,1338.0,1413.0,1338.0,0.0,577
https://softwaretested.com/windows/what-to-do-when-microsoft-office-error-code-30088-45-pops-up/,desktop,100.0,0.0,429.0,429.0,429.0,0.0,646
https://softwaretested.com/windows/7-steps-to-resolve-vlc-is-unable-to-open-the-mrl-file-error/,mobile,99.0,0.0,1337.0,1562.0,1337.0,0.0,751
https://softwaretested.com/windows/7-steps-to-resolve-vlc-is-unable-to-open-the-mrl-file-error/,desktop,100.0,0.0,430.0,450.0,430.0,0.0,760
https://softwaretested.com/mac/what-is-nsurlerrordomain-error-1012-on-mac/,mobile,100.0,0.0,1314.5,1464.5,1314.5,0.0,724
https://softwaretested.com/mac/what-is-nsurlerrordomain-error-1012-on-mac/,desktop,100.0,0.0,429.0,429.0,429.0,0.0,707
https://softwaretested.com/file-library/file/duolingo-english-test.exe-duolingo-inc./,mobile,100.0,0.004463903883338906,1264.0,1343.0,1311.0,7.0,392
https://softwaretested.com/file-library/file/duolingo-english-test.exe-duolingo-inc./,desktop,100.0,0.0,526.5,542.0,526.5,0.0,416
https://softwaretested.com/mac/how-to-fix-a-mac-that-keeps-restarting-while-on-sleep-mode/,mobile,100.0,0.0,1337.0,1412.0,1337.0,0.0,627
https://softwaretested.com/mac/how-to-fix-a-mac-that-keeps-restarting-while-on-sleep-mode/,desktop,100.0,0.0,434.0,434.0,434.0,0.0,609
https://softwaretested.com/file-library/file/launcher.exe-rockstar-games/,mobile,100.0,0.0044748513675654635,1239.0,1310.0,1270.5,0.0,417
https://softwaretested.com/file-library/file/launcher.exe-rockstar-games/,desktop,100.0,0.0,522.5,541.5,522.5,0.0,395
https://softwaretested.com/windows/how-to-handle-windows-activation-error-0xc0000022/,mobile,100.0,0.0,1337.0,1487.0,1337.0,0.0,759
https://softwaretested.com/windows/how-to-handle-windows-activation-error-0xc0000022/,desktop,100.0,0.0,458.0,458.0,458.0,0.0,765
https://softwaretested.com/mac/how-to-fix-the-com-apple-diskmanagement-disenter-error-49153/,mobile,100.0,0.0,1314.0,1539.0,1314.0,0.0,738
https://softwaretested.com/mac/how-to-fix-the-com-apple-diskmanagement-disenter-error-49153/,desktop,100.0,0.0,434.0,454.0,434.0,0.0,678
https://softwaretested.com/file-library/file/farcry3.exe-ubisoft-entertainment/,mobile,100.0,0.00445295639911235,1149.0,1237.0,1162.0,0.0,362
https://softwaretested.com/file-library/file/farcry3.exe-ubisoft-entertainment/,desktop,100.0,0.0,489.0,510.5,489.0,0.0,363
https://softwaretested.com/mac/how-to-fix-error-code-8084-on-mac/,mobile,100.0,0.0,1309.0,1459.0,1309.0,0.0,644
https://softwaretested.com/mac/how-to-fix-error-code-8084-on-mac/,desktop,100.0,0.0,458.0,458.0,458.0,0.0,690
https://softwaretested.com/anti-malware/how-to-remove-kmspico-virus/,mobile,100.0,0.0,1312.0,1462.0,1312.0,0.0,676
https://softwaretested.com/anti-malware/how-to-remove-kmspico-virus/,desktop,100.0,0.0,429.0,449.0,429.0,0.0,678
https://softwaretested.com/file-library/file/-bagas31-coreldraw-graphics-suite-x7-(64-bit).exe-acresso-software-inc./,mobile,100.0,0.004463581371528631,1307.0,1371.5,1351.0,3.5,414
https://softwaretested.com/file-library/file/-bagas31-coreldraw-graphics-suite-x7-(64-bit).exe-acresso-software-inc./,desktop,100.0,0.0,524.0,544.0,524.0,0.0,391
https://softwaretested.com/windows/how-to-stop-windows-10-from-closing-applications-upon-sleep/,mobile,99.0,0.0,1337.0,1487.0,1337.0,0.0,756
https://softwaretested.com/windows/how-to-stop-windows-10-from-closing-applications-upon-sleep/,desktop,100.0,0.0,435.0,435.0,435.0,0.0,758
https://softwaretested.com/drivers/standard-ps-2-keyboard/,mobile,100.0,0.004580456068107729,1145.0,1295.0,1156.5,0.0,327
https://softwaretested.com/drivers/standard-ps-2-keyboard/,desktop,100.0,0.0,513.0,553.0,513.0,0.0,361
https://softwaretested.com/mac/repair-cannot-be-performed-because-one-or-more-volumes-are-mounted/,mobile,100.0,0.0,1310.0,1460.0,1310.0,0.0,693
https://softwaretested.com/mac/repair-cannot-be-performed-because-one-or-more-volumes-are-mounted/,desktop,100.0,0.0,429.0,429.0,429.0,0.0,696
https://softwaretested.com/android/how-to-fix-lost-corrupt-imei-number-on-android/,mobile,100.0,0.0,1315.0,1390.0,1315.0,0.0,604
https://softwaretested.com/android/how-to-fix-lost-corrupt-imei-number-on-android/,desktop,100.0,0.0,457.0,457.0,457.0,0.0,613
https://softwaretested.com/file-library/file/universe-sandbox.exe-giant-army/,mobile,100.0,0.004463903883338906,1146.0,1241.0,1168.5,0.0,356
https://softwaretested.com/file-library/file/universe-sandbox.exe-giant-army/,desktop,100.0,0.0,526.0,557.0,541.0,0.0,384
https://softwaretested.com/file-library/file/coreldraw.x7.v17.4.portable.exe-corel-corporation/,mobile,100.0,0.004463581371528631,1264.0,1340.0,1299.5,0.0,414
https://softwaretested.com/file-library/file/coreldraw.x7.v17.4.portable.exe-corel-corporation/,desktop,100.0,0.0,523.0,541.5,523.0,0.0,397
https://softwaretested.com/vpn/how-to-fix-fortnite-vpn-ban/,mobile,100.0,0.0,1309.0,1534.0,1309.0,0.0,649
https://softwaretested.com/vpn/how-to-fix-fortnite-vpn-ban/,desktop,100.0,0.0,457.0,477.0,457.0,0.0,691
https://softwaretested.com/mac/why-your-mac-is-emptying-trash-slow/,mobile,100.0,0.0,1314.5,1539.5,1314.5,0.0,722
https://softwaretested.com/mac/why-your-mac-is-emptying-trash-slow/,desktop,100.0,0.0,429.0,449.0,429.0,0.0,750
https://softwaretested.com/windows/how-to-fix-the-0x80004002-error-code/,mobile,100.0,0.0,1309.0,1459.0,1309.0,0.0,617
https://softwaretested.com/windows/how-to-fix-the-0x80004002-error-code/,desktop,100.0,0.0,436.0,436.0,436.0,0.0,656
https://softwaretested.com/anti-malware/prevent-someone-from-mentioning-you-on-facebook/,mobile,100.0,0.0,1310.0,1535.0,1323.0,0.0,812
https://softwaretested.com/anti-malware/prevent-someone-from-mentioning-you-on-facebook/,desktop,100.0,0.0,435.5,455.5,435.5,0.0,682
https://softwaretested.com/windows/error-0x80070490-when-trying-to-add-an-account-to-mail-app/,mobile,100.0,0.0,1309.0,1534.0,1309.0,0.0,735
https://softwaretested.com/windows/error-0x80070490-when-trying-to-add-an-account-to-mail-app/,desktop,100.0,0.0,435.0,455.0,435.0,0.0,717
https://softwaretested.com/software-apps/how-to-fix-facebook-problems-on-safari/,mobile,100.0,0.0,1338.0,1488.0,1500.0,59.5,749
https://softwaretested.com/software-apps/how-to-fix-facebook-problems-on-safari/,desktop,100.0,0.0,458.0,478.0,473.5,0.0,764
https://softwaretested.com/software-apps/outbyte-pc-repair-review-features-and-usage/,mobile,100.0,0.0,1309.0,1459.0,1309.0,0.0,662
https://softwaretested.com/software-apps/outbyte-pc-repair-review-features-and-usage/,desktop,100.0,0.0,457.0,477.0,457.0,0.0,629
https://softwaretested.com/file-library/file/embridge.exe-emudhra-limited/,mobile,100.0,0.004463903883338906,1317.0,1395.0,1375.5,12.0,387
https://softwaretested.com/file-library/file/embridge.exe-emudhra-limited/,desktop,100.0,0.0,517.0,541.0,517.0,0.0,364
https://softwaretested.com/mac/what-is-the-ae-server-on-my-mac/,mobile,100.0,0.0,1309.0,1459.0,1309.0,0.0,637
https://softwaretested.com/mac/what-is-the-ae-server-on-my-mac/,desktop,100.0,0.0,457.0,457.0,457.0,0.0,674
https://softwaretested.com/windows/desktop-icons-move-randomly-when-connected-to-an-external-monitor-in-windows-10/,mobile,94.0,0.0,2360.5,2435.5,2381.0,0.0,650
https://softwaretested.com/windows/desktop-icons-move-randomly-when-connected-to-an-external-monitor-in-windows-10/,desktop,100.0,0.0,460.0,460.0,460.0,0.0,634
https://softwaretested.com/mac/how-to-stop-mac-from-reopening-apps-after-reboot/,mobile,100.0,0.0,1311.0,1461.0,1311.0,0.0,607
https://softwaretested.com/mac/how-to-stop-mac-from-reopening-apps-after-reboot/,desktop,100.0,0.0,460.0,480.0,460.0,0.0,646
https://softwaretested.com/windows/7-best-automation-software-for-windows-10/,mobile,100.0,0.0,1338.0,1413.0,1338.0,0.0,592
https://softwaretested.com/windows/7-best-automation-software-for-windows-10/,desktop,100.0,0.0,429.5,429.5,429.5,0.0,662
https://softwaretested.com/windows/how-to-fix-a-windows-10-screen-resolution-that-is-grayed-out/,mobile,100.0,0.0,1309.0,1534.0,1309.0,0.0,740
https://softwaretested.com/windows/how-to-fix-a-windows-10-screen-resolution-that-is-grayed-out/,desktop,100.0,0.0,457.0,477.0,457.0,0.0,809
https://softwaretested.com/file-library/file/squirrel.exe-microsoft-corporation/,mobile,100.0,0.00445295639911235,1310.0,1377.5,1355.5,5.5,537
https://softwaretested.com/file-library/file/squirrel.exe-microsoft-corporation/,desktop,100.0,0.0,527.0,545.0,527.0,0.0,390
https://softwaretested.com/files/what-to-do-if-your-dmg-file-is-not-recognized-on-your-mac/,mobile,99.0,0.0,1511.0,1586.0,1511.0,0.0,711
https://softwaretested.com/files/what-to-do-if-your-dmg-file-is-not-recognized-on-your-mac/,desktop,100.0,0.0,458.0,458.0,458.0,0.0,693
https://softwaretested.com/windows/system-53-error-has-occurred-error-on-windows-10/,mobile,100.0,0.0,1338.0,1488.0,1338.0,0.0,756
https://softwaretested.com/windows/system-53-error-has-occurred-error-on-windows-10/,desktop,100.0,0.0,458.0,478.0,458.0,0.0,856
https://softwaretested.com/windows/how-to-deal-with-roblox-error-code-277/,mobile,100.0,0.0,1315.0,1465.0,1315.0,0.0,706
https://softwaretested.com/windows/how-to-deal-with-roblox-error-code-277/,desktop,100.0,0.0,458.0,458.0,458.0,0.0,730
https://softwaretested.com/windows/8-easy-ways-to-fix-the-0xc000007b-error-on-windows-10/,mobile,100.0,0.0,1313.5,1463.5,1313.5,0.0,718
https://softwaretested.com/windows/8-easy-ways-to-fix-the-0xc000007b-error-on-windows-10/,desktop,100.0,0.0,429.0,449.0,429.0,0.0,731
https://softwaretested.com/windows/how-to-move-the-taskbar-in-windows-11/,mobile,100.0,0.0,1319.0,1469.0,1319.0,0.0,619
https://softwaretested.com/windows/how-to-move-the-taskbar-in-windows-11/,desktop,100.0,0.0,429.0,429.0,429.0,0.0,585
https://softwaretested.com/windows/fix-runtime-error-482-printing-error-in-windows-10/,mobile,100.0,0.0,1315.0,1465.0,1315.0,0.0,739
https://softwaretested.com/windows/fix-runtime-error-482-printing-error-in-windows-10/,desktop,100.0,0.0,430.0,430.0,430.0,0.0,731
https://softwaretested.com/drivers/kaspersky-security-data-escort-adapter/,mobile,100.0,0.004577643048429219,1147.0,1326.0,1280.0,4.0,331
https://softwaretested.com/drivers/kaspersky-security-data-escort-adapter/,desktop,100.0,0.0,512.0,552.0,512.0,0.0,379
https://softwaretested.com/mac/how-to-use-sandbox-on-mac-and-fix-common-problems-associated-with-it/,mobile,100.0,0.0,1314.5,1389.5,1314.5,0.0,570
https://softwaretested.com/mac/how-to-use-sandbox-on-mac-and-fix-common-problems-associated-with-it/,desktop,100.0,0.0,435.0,435.0,435.0,0.0,591
https://softwaretested.com/file-library/file/webcompanioninstaller.exe-lavasoft/,mobile,100.0,0.0,1238.0,1444.5,1378.5,22.0,419
https://softwaretested.com/file-library/file/webcompanioninstaller.exe-lavasoft/,desktop,100.0,0.0,520.0,538.0,520.0,0.0,393
https://softwaretested.com/drivers/acpi-x86-based-pc/,mobile,100.0,0.004580456068107729,1173.0,1323.0,1180.5,0.0,356
https://softwaretested.com/drivers/acpi-x86-based-pc/,desktop,100.0,0.0,484.5,524.5,484.5,0.0,332
https://softwaretested.com/page/2/,mobile,100.0,0.0,1310.0,1310.0,1310.0,0.0,905
https://softwaretested.com/page/2/,desktop,100.0,0.0,435.0,435.0,435.0,0.0,851
https://softwaretested.com/page/3/,mobile,100.0,0.0,1309.0,1309.0,1309.0,0.0,574
https://softwaretested.com/page/3/,desktop,100.0,0.0,430.5,430.5,430.5,0.0,593
https://softwaretested.com/page/4/,mobile,100.0,0.0,1311.0,1311.0,1311.0,0.0,704
https://softwaretested.com/page/4/,desktop,100.0,0.0,459.5,459.5,459.5,0.0,595
https://softwaretested.com/page/5/,mobile,100.0,0.0,1314.0,1314.0,1314.0,0.0,630
https://softwaretested.com/page/5/,desktop,100.0,0.0,431.0,431.0,431.0,0.0,576
https://softwaretested.com/page/6/,mobile,100.0,0.0,1338.0,1338.0,1338.0,0.0,638
https://softwaretested.com/page/6/,desktop,100.0,0.0,429.5,429.5,429.5,0.0,614
https://softwaretested.com/page/7/,mobile,100.0,0.0,1317.0,1317.0,1317.0,0.0,590
https://softwaretested.com/page/7/,desktop,100.0,0.0,434.5,434.5,434.5,0.0,540
https://softwaretested.com/app-ratings-and-reviews/page/19/,mobile,100.0,0.0,1314.0,1314.0,1314.0,0.0,457
https://softwaretested.com/app-ratings-and-reviews/page/19/,desktop,100.0,0.0,527.0,527.0,527.0,0.0,492
https://softwaretested.com/app-ratings-and-reviews/page/4/,mobile,100.0,0.0,1317.0,1317.0,1317.0,0.0,644
https://softwaretested.com/app-ratings-and-reviews/page/4/,desktop,100.0,0.0,434.5,434.5,434.5,0.0,579
https://softwaretested.com/security-and-privacy/page/5/,mobile,100.0,0.0,1313.0,1313.0,1313.0,0.0,488
https://softwaretested.com/security-and-privacy/page/5/,desktop,100.0,0.0,431.0,431.0,431.0,0.0,487
